"","year","selling_price","km_driven","fuel","seller_type","transmission","owner","mileage","engine","max_power","seats","torque","rpm","brand","car_type","age"
"2273",2010,300,22,"Petrol","Individual","Manual","First Owner",15,1586,104.68,5,145,4100,"Maruti","Small",11
"2274",2006,250,70,"Petrol","Individual","Manual","First Owner",18.9,998,67.1,5,90,3500,"Maruti","Small",15
"2275",2005,120,100,"Petrol","Individual","Manual","Second Owner",16.45,1214.35,68.775,5.05,74.35,3300,"Maruti","Medium",16
"2276",2018,750,70,"Diesel","Individual","Manual","First Owner",16.5,1493,70,7,195,2200,"Mahindra","Medium",3
"2277",2005,151,200,"Diesel","Individual","Manual","Second Owner",10.5,2179,120,8,290,2800,"Mahindra","Medium",16
"2278",2011,300,120,"Diesel","Individual","Manual","First Owner",13.93,2179,138.03,7,320,2700,"Tata","Medium",10
"2279",2019,577,3,"Petrol","Individual","Manual","First Owner",20.89,1197,81.8,5,113,4200,"Maruti","Small",2
"2280",2012,230,50,"Petrol","Individual","Manual","First Owner",20.92,998,67.1,5,90,3500,"Maruti","Small",9
"2281",2013,500,50,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,195,2200,"Mahindra","Medium",8
"2282",2019,840,1.5,"Petrol","Individual","Automatic","First Owner",18.2,1199,88.7,5,110,4800,"Honda","Small",2
"2283",2017,900,74,"Diesel","Individual","Manual","First Owner",22.27,1498,108.6,5,250,3000,"Volkswagen","Small",4
"2284",2017,650,25,"Petrol","Individual","Manual","First Owner",18.7,1199,88.7,5,110,4800,"Honda","Small",4
"2285",2016,650,61.92,"Diesel","Individual","Manual","First Owner",27.3,1498,98.6,5,200,1750,"Honda","Small",5
"2286",2016,250,110,"Petrol","Individual","Manual","First Owner",21.1,814,55.2,5,74,4000,"Hyundai","Small",5
"2287",2016,550,70,"Diesel","Individual","Manual","First Owner",20.14,1498,88,5,230,2500,"Volkswagen","Small",5
"2288",2007,250,150,"Diesel","Individual","Manual","Fourth & Above Owner",17.8,1248,75,5,190,2000,"Maruti","Small",14
"2289",2013,350,110,"Diesel","Individual","Manual","Second Owner",17.21,1493,100,7,240,2800,"Mahindra","Medium",8
"2290",2014,185,90,"Diesel","Individual","Manual","Second Owner",25.44,936,56.3,5,142,1750,"Chevrolet","Small",7
"2291",2010,230,120,"Petrol","Individual","Manual","Third Owner",15.6,1196,70,5,102,4000,"Ford","Small",11
"2292",2016,1000,65,"Diesel","Individual","Manual","First Owner",12.99,2494,100.6,8,200,3600,"Toyota","Medium",5
"2293",2019,490,10,"Petrol","Individual","Manual","First Owner",20.52,1197,81.8,5,113,4200,"Maruti","Small",2
"2294",2009,150,80,"Petrol","Individual","Manual","Second Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",12
"2295",2013,600,184,"Diesel","Individual","Manual","First Owner",20.77,1248,88.76,7,200,1750,"Maruti","Medium",8
"2296",2005,60,70,"Petrol","Individual","Manual","Second Owner",17.3,993,60,5,78,4500,"Maruti","Small",16
"2297",2008,150,89,"Petrol","Individual","Manual","Second Owner",15.6,1586,104.68,5,145,4100,"Maruti","Small",13
"2298",2014,335,33.03,"Petrol","Dealer","Manual","First Owner",19.4,1198,86.8,5,109,4500,"Honda","Small",7
"2299",2013,525,69,"Diesel","Individual","Manual","Second Owner",22.9,1248,74,5,190,2000,"Maruti","Small",8
"2300",2015,465,63.06,"Petrol","Dealer","Automatic","First Owner",18.9,1197,82,5,114,4000,"Hyundai","Small",6
"2301",2012,83,90,"Diesel","Individual","Manual","Second Owner",25,1396,69,5,140,3000,"Tata","Small",9
"2302",2017,300,8,"Petrol","Individual","Manual","First Owner",21.1,814,55.2,5,74,4000,"Hyundai","Small",4
"2303",2012,350,35,"Petrol","Individual","Manual","First Owner",17,1197,80,5,11,4000,"Hyundai","Small",9
"2304",2011,300,45,"Petrol","Individual","Manual","First Owner",17,1197,80,5,11,4000,"Hyundai","Small",10
"2305",2011,250,30,"Diesel","Individual","Manual","First Owner",20.4,1248,91.2,5,209,2000,"Fiat","Small",10
"2306",2006,115,59,"Petrol","Individual","Manual","Second Owner",16.1,796,37,4,59,2500,"Maruti","Small",15
"2307",2018,700,6.2,"Petrol","Individual","Manual","First Owner",19.34,1462,103,7,138,4400,"Maruti","Medium",3
"2308",2020,250,120,"Petrol","Individual","Manual","Second Owner",21.63,998,67,5,90,3500,"Maruti","Small",1
"2309",2016,350,70,"Petrol","Individual","Manual","First Owner",20.51,998,67.04,5,90,3500,"Maruti","Small",5
"2310",1998,80,70,"Petrol","Individual","Manual","First Owner",14,796,35,5,6,3000,"Maruti","Small",23
"2311",2017,850,110,"Diesel","Individual","Manual","First Owner",15.4,2523,75,7,200,2200,"Mahindra","Medium",4
"2312",2004,70,158,"Petrol","Individual","Manual","First Owner",16.765,1321.75,68.835,5.4,105.15,3255,"Hyundai","Medium",17
"2313",2007,90,93,"Petrol","Individual","Manual","Third Owner",18,995,62,5,90,4200,"Chevrolet","Small",14
"2314",2014,600,110,"Diesel","Individual","Manual","First Owner",13.58,2499,72.4,10,171,1800,"Chevrolet","Large",7
"2315",2007,135,57,"Petrol","Individual","Manual","First Owner",19.7,796,46.3,5,62,3000,"Maruti","Small",14
"2316",2005,150,120,"Petrol","Individual","Manual","First Owner",13.2,1495,94,5,12,3500,"Hyundai","Small",16
"2317",2012,259,35,"Diesel","Individual","Manual","First Owner",23.03,1396,69,5,140,3000,"Tata","Small",9
"2318",2012,220,90,"Diesel","Individual","Manual","First Owner",23.03,1396,69,5,140,3000,"Tata","Small",9
"2319",2012,246,35,"Diesel","Individual","Manual","Second Owner",23.03,1396,69,5,140,3000,"Tata","Small",9
"2320",2009,240,120,"Petrol","Individual","Manual","First Owner",17.5,1298,85.8,5,114,4000,"Maruti","Small",12
"2321",2018,946,60,"Diesel","Individual","Manual","First Owner",22.1,1396,88.7,5,219,2750,"Hyundai","Small",3
"2322",2011,215,70,"Diesel","Individual","Manual","First Owner",23.03,1396,69,5,140,3000,"Tata","Small",10
"2323",1999,50,60,"Petrol","Individual","Manual","Fourth & Above Owner",17.3,993,60,5,78,4500,"Maruti","Small",22
"2324",2013,310,100,"Diesel","Individual","Manual","First Owner",25.8,1498,98.6,5,200,1750,"Honda","Small",8
"2325",2008,220,35,"Petrol","Individual","Manual","First Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",13
"2326",2008,195,90,"Diesel","Individual","Manual","Third Owner",17.8,1248,75,5,190,2000,"Maruti","Small",13
"2327",2015,650,50,"Petrol","Individual","Manual","First Owner",17.19,1197,81.86,5,114,4000,"Hyundai","Small",6
"2328",2011,350,98,"Petrol","Individual","Manual","First Owner",18.5,1197,80,5,11,4000,"Hyundai","Small",10
"2329",2013,360,30,"Petrol","Individual","Manual","First Owner",18.5,1197,82.85,5,113,4000,"Hyundai","Small",8
"2330",2013,550,50,"Petrol","Individual","Manual","Second Owner",16.3,1797,147.5,5,177,4700,"Hyundai","Small",8
"2331",2016,490,26,"Petrol","Individual","Manual","First Owner",18.9,1197,82,5,114,4000,"Hyundai","Small",5
"2332",2011,195,46,"Petrol","Individual","Manual","Second Owner",19.7,796,46.3,5,62,3000,"Maruti","Small",10
"2333",2010,125,80,"Petrol","Individual","Manual","Fourth & Above Owner",19.7,796,46.3,5,62,3000,"Maruti","Small",11
"2334",2019,460,10,"Petrol","Individual","Manual","First Owner",23.84,1199,84,5,114,3500,"Tata","Small",2
"2335",2015,275,16.7,"Petrol","Individual","Manual","First Owner",22.74,796,47.3,5,69,3500,"Maruti","Small",6
"2336",2018,680,70,"Diesel","Individual","Manual","First Owner",28.4,1248,74.02,5,190,2000,"Maruti","Small",3
"2337",2015,600,7.97,"Petrol","Individual","Manual","First Owner",20.85,1197,83.14,5,115,4000,"Maruti","Small",6
"2338",2018,720,20,"Petrol","Individual","Manual","First Owner",22,1197,81.8,5,113,4200,"Maruti","Small",3
"2339",2011,295,50,"Diesel","Individual","Manual","First Owner",19.052,1337.35,82.814,5,112.35,3285,"Maruti","Small",10
"2340",2016,356,9.66,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,72,4386,"Renault","Small",5
"2341",2011,225,50,"Petrol","Individual","Manual","First Owner",19.81,1086,68.05,5,99,4500,"Hyundai","Small",10
"2342",2019,725,17,"Diesel","Individual","Manual","First Owner",24.4,1498,98.63,5,215,3000,"Ford","Small",2
"2343",2010,130,50,"Petrol","Individual","Manual","First Owner",18,995,62,5,90,4200,"Chevrolet","Small",11
"2344",2015,300,10,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,72,4386,"Renault","Small",6
"2345",2013,400,43,"Petrol","Individual","Manual","Second Owner",18.5,1197,82.85,5,113,4000,"Hyundai","Small",8
"2346",2013,550,50,"Diesel","Individual","Manual","First Owner",23.5,1396,88.7,5,219,2750,"Hyundai","Small",8
"2347",2006,120,90,"Petrol","Individual","Manual","Second Owner",18.9,998,67,5,90,3500,"Maruti","Small",15
"2348",2012,410,100,"Diesel","Individual","Manual","Second Owner",14,2498,112,8,260,2200,"Mahindra","Medium",9
"2349",2010,110,80,"Petrol","Individual","Manual","Second Owner",0,1086,62.1,5,96,3000,"Hyundai","Small",11
"2350",2012,450,120,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,195,2200,"Mahindra","Medium",9
"2351",2019,610,5,"Petrol","Individual","Manual","First Owner",21.21,1197,81.8,5,113,4200,"Maruti","Small",2
"2352",2016,515,68.61,"Diesel","Dealer","Manual","First Owner",22.7,1498,89.84,5,204,2750,"Ford","Small",5
"2353",2018,925,33.36,"Diesel","Dealer","Manual","First Owner",22.77,1498,98.59,5,205,3250,"Ford","Small",3
"2354",2019,860,14.32,"Petrol","Dealer","Manual","First Owner",14.23,1498,104.55,5,142,4000,"Nissan","Small",2
"2355",2012,225,87.24,"Diesel","Dealer","Manual","Second Owner",20,1399,68.05,5,160,2000,"Ford","Small",9
"2356",2017,500,62.96,"Diesel","Dealer","Manual","First Owner",25.83,1498,99,5,215,3000,"Ford","Small",4
"2357",2017,600,26.63,"Petrol","Dealer","Automatic","First Owner",21.21,1197,81.8,5,113,4200,"Maruti","Small",4
"2358",2012,195,163.72,"Diesel","Dealer","Manual","First Owner",18.5,1399,68,5,160,2000,"Ford","Small",9
"2359",2012,265,68,"Petrol","Dealer","Manual","First Owner",18.9,998,67.1,5,90,3500,"Maruti","Small",9
"2360",2018,650,20.71,"Diesel","Dealer","Manual","First Owner",23.8,1499,98.63,5,215,2500,"Ford","Small",3
"2361",2015,415,100.58,"Diesel","Dealer","Manual","First Owner",25.83,1498,99,5,215,3000,"Ford","Small",6
"2362",2015,600,67.3,"Diesel","Dealer","Manual","First Owner",20.45,1461,83.8,5,200,1900,"Renault","Small",6
"2363",2013,340,79.14,"Petrol","Dealer","Manual","First Owner",18.5,1197,85.8,5,114,4000,"Maruti","Small",8
"2364",2014,350,84.78,"Diesel","Dealer","Manual","First Owner",24,1120,70,5,160,2750,"Hyundai","Small",7
"2365",2012,265,130.38,"Diesel","Dealer","Manual","Second Owner",23.2,1248,73.94,5,190,2000,"Maruti","Small",9
"2366",2017,625,72,"Diesel","Individual","Manual","First Owner",13.93,2179,138.03,7,320,2700,"Tata","Medium",4
"2367",2008,245,127,"Diesel","Individual","Manual","Second Owner",16.8,1493,110,5,24,2750,"Hyundai","Small",13
"2368",2014,395,120,"Diesel","Individual","Manual","First Owner",25.2,1248,74,5,190,2000,"Maruti","Small",7
"2369",2010,190,120,"Diesel","Individual","Manual","Second Owner",19.482,1232.3,77.255,5,117.5,3275,"Fiat","Small",11
"2370",2014,490,100,"Diesel","Individual","Manual","First Owner",24.4,1120,71,5,180,2500,"Hyundai","Small",7
"2371",2012,450,148,"Diesel","Individual","Manual","Second Owner",19.003,1760.4,101.0325,5.75,229.8,2490,"Toyota","Medium",9
"2372",2018,955,40,"Diesel","Individual","Manual","First Owner",24.52,1248,88.5,7,200,1750,"Maruti","Medium",3
"2373",2013,525,110,"Diesel","Individual","Manual","First Owner",23.4,1248,74,5,190,2000,"Maruti","Small",8
"2374",2017,550,30,"Petrol","Individual","Manual","First Owner",20.3,1199,84,5,114,3500,"Tata","Small",4
"2375",2014,200,120,"Diesel","Individual","Manual","Second Owner",19.1,1405,70,5,135,2500,"Tata","Small",7
"2376",2017,500,15,"Petrol","Individual","Manual","First Owner",18.16,1196,86.8,5,112,4000,"Ford","Small",4
"2377",2016,825,33.5,"Diesel","Individual","Manual","First Owner",23.65,1248,88.5,5,200,1750,"Maruti","Small",5
"2378",2012,250,70,"Diesel","Individual","Manual","First Owner",17.21,1493,100,7,240,2800,"Mahindra","Medium",9
"2379",2015,600,10,"Petrol","Individual","Manual","First Owner",18.16,1197,78.8,5,104,3100,"Toyota","Small",6
"2380",2018,1325,22.05,"Diesel","Individual","Manual","First Owner",16.36,2179,120,7,280,2800,"Mahindra","Medium",3
"2381",2016,770,50,"Diesel","Individual","Manual","First Owner",18.49,1493,100,7,240,2800,"Mahindra","Medium",5
"2382",2011,415,78.43,"Diesel","Individual","Manual","First Owner",16.52,1991,123.7,5,305,2000,"Chevrolet","Small",10
"2383",2011,825,125,"Diesel","Individual","Manual","Second Owner",14.66,2199,194.3,7,420,2500,"Hyundai","Medium",10
"2384",2018,530,80,"Diesel","Individual","Manual","First Owner",26.1,1498,99.23,5,215,3000,"Ford","Small",3
"2385",2006,425,270,"Diesel","Individual","Manual","Third Owner",12.8,2494,102,8,20,3400,"Toyota","Medium",15
"2386",2012,310,50,"Petrol","Individual","Manual","Second Owner",19.4,1198,86.8,5,109,4500,"Honda","Small",9
"2387",2017,390,20,"Petrol","Individual","Manual","First Owner",23.84,1199,84,5,114,3500,"Tata","Small",4
"2388",2016,700,30,"Petrol","Individual","Manual","First Owner",15.29,1591,121.3,5,151,4850,"Hyundai","Small",5
"2389",2010,200,70,"Petrol","Individual","Manual","Second Owner",19.81,1086,68.05,5,99,4500,"Hyundai","Small",11
"2390",2013,1050,7.2,"Diesel","Individual","Manual","First Owner",12.99,2494,100.6,8,200,3600,"Toyota","Medium",8
"2391",2014,580,97,"Diesel","Individual","Manual","First Owner",26,1498,98.6,5,200,1750,"Honda","Small",7
"2392",2014,200,60,"Petrol","Individual","Manual","Second Owner",21.1,814,55.2,5,74,4000,"Hyundai","Small",7
"2393",2013,245,25,"Petrol","Individual","Manual","First Owner",18.2,1199,84.8,5,113,5000,"Chevrolet","Small",8
"2394",2010,210,94,"Petrol","Individual","Manual","Second Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",11
"2395",2005,50,90,"Petrol","Individual","Manual","Second Owner",15.4,1590,94,5,130,3000,"Maruti","Small",16
"2396",2012,700,50,"Diesel","Individual","Automatic","Second Owner",12.12,2231,184,7,424,2000,"Chevrolet","Medium",9
"2397",2019,660,35,"Diesel","Individual","Manual","First Owner",22.95,1248,74,5,190,3000,"Tata","Small",2
"2398",2015,630,117.5,"Petrol","Individual","Manual","Second Owner",17.4,1497,117.3,5,145,4600,"Honda","Small",6
"2399",2012,950,78.5,"Diesel","Individual","Manual","First Owner",15.1,2179,140,7,330,2800,"Mahindra","Medium",9
"2400",2018,740,8,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,114,4000,"Hyundai","Small",3
"2401",2017,570,25,"Petrol","Individual","Manual","First Owner",18.12,1196,86.8,5,112,4000,"Ford","Small",4
"2402",2012,450,60,"Diesel","Individual","Manual","Third Owner",22.32,1582,126.32,5,259,2750,"Hyundai","Small",9
"2403",2019,390,10,"Petrol","Individual","Manual","First Owner",22.5,999,67,5,91,4250,"Datsun","Small",2
"2404",2009,180,70,"Petrol","Individual","Manual","Second Owner",14.2,1597,92,5,130,2500,"Ford","Small",12
"2405",2015,130,60,"Petrol","Individual","Manual","First Owner",25.4,624,37.48,4,51,500,"Tata","Small",6
"2406",2006,270,70,"Petrol","Individual","Manual","Second Owner",17.7,1497,78,5,12,2700,"Honda","Small",15
"2407",1997,60,25,"Petrol","Individual","Manual","Third Owner",16.1,796,37,4,59,2500,"Maruti","Small",24
"2408",2006,170,90,"Petrol","Individual","Manual","Third Owner",13.9,1599,103.2,5,14,3000,"Hyundai","Small",15
"2409",2015,979,90,"Diesel","Individual","Manual","First Owner",19.67,1582,126.2,5,259,2750,"Hyundai","Small",6
"2410",2018,490,25,"Petrol","Individual","Manual","First Owner",23.84,1199,84,5,114,3500,"Tata","Small",3
"2411",2012,280,60,"Diesel","Individual","Manual","Second Owner",23.5,1498,88.7,5,204,2750,"Ford","Small",9
"2412",2018,390,25,"Petrol","Individual","Manual","First Owner",23.84,1199,84,5,114,3500,"Tata","Small",3
"2413",2013,170,60,"Petrol","Individual","Manual","Fourth & Above Owner",22.74,796,47.3,5,69,3500,"Maruti","Small",8
"2414",2008,45,70,"Petrol","Individual","Manual","First Owner",18,995,62,5,90,4200,"Chevrolet","Small",13
"2415",2016,640,80,"Diesel","Individual","Manual","Second Owner",24.52,1248,88.5,7,200,1750,"Maruti","Medium",5
"2416",2015,650,110,"Diesel","Individual","Manual","Second Owner",15.4,2523,75,9,200,2200,"Mahindra","Large",6
"2417",2013,500,115.72,"Diesel","Individual","Manual","First Owner",12.05,2179,120,9,290,2800,"Mahindra","Large",8
"2418",2008,90,110,"Diesel","Individual","Manual","Second Owner",17.7,1399,68,5,16,2000,"Ford","Small",13
"2419",2014,480,70,"Diesel","Individual","Manual","Second Owner",15.05,2179,147.9,7,320,3000,"Tata","Medium",7
"2420",2019,630,4,"Petrol","Individual","Manual","First Owner",21.21,1197,81.8,5,113,4200,"Maruti","Small",2
"2421",2011,250,50,"Petrol","Individual","Manual","First Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",10
"2422",2016,330,70,"Petrol","Individual","Manual","Fourth & Above Owner",18.9,1197,82,5,114,4000,"Hyundai","Small",5
"2423",2009,180,70,"Petrol","Individual","Manual","Second Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",12
"2424",2010,210,50,"Petrol","Individual","Manual","Second Owner",18.5,1197,80,5,11,4000,"Hyundai","Small",11
"2425",2016,550,55,"Diesel","Individual","Manual","First Owner",26.59,1248,74,5,190,2000,"Maruti","Small",5
"2426",2020,950,5,"Petrol","Individual","Automatic","First Owner",17,1198,108.5,5,170,4000,"Tata","Small",1
"2427",2013,430,100,"Diesel","Individual","Manual","Second Owner",15.96,2523,62.1,7,195,2200,"Mahindra","Medium",8
"2428",2014,348,23,"Petrol","Individual","Manual","Second Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",7
"2429",2014,196,60,"Petrol","Individual","Manual","Second Owner",22.74,796,47.3,5,69,3500,"Maruti","Small",7
"2430",2010,150,70,"Petrol","Individual","Manual","Second Owner",18.9,1061,67,5,84,3500,"Maruti","Small",11
"2431",2005,90,82,"Petrol","Individual","Manual","Fourth & Above Owner",16.145,1264.2,71.26,5.1,89.9,3205,"Hyundai","Medium",16
"2432",2009,150,60,"Petrol","Individual","Manual","Second Owner",18.9,1061,67,5,84,3500,"Maruti","Small",12
"2433",2019,1250,100,"Diesel","Individual","Manual","First Owner",14.1,2179,153.86,7,400,2500,"Tata","Medium",2
"2434",2015,600,90,"Diesel","Individual","Manual","Third Owner",20.77,1248,88.76,7,200,1750,"Maruti","Medium",6
"2435",2010,65,26.43,"Petrol","Dealer","Manual","First Owner",25.4,624,37.48,4,51,500,"Tata","Small",11
"2436",2016,220,46.7,"Petrol","Dealer","Manual","First Owner",16.8,796,34.2,8,59,2500,"Maruti","Medium",5
"2437",2016,220,46.71,"Petrol","Dealer","Manual","First Owner",16.8,796,34.2,8,59,2500,"Maruti","Medium",5
"2438",2006,110,53.52,"Petrol","Dealer","Manual","First Owner",16.84,1193,64.4,5,99,2700,"Tata","Small",15
"2439",2012,175,56.37,"Diesel","Dealer","Manual","First Owner",25.44,936,56.3,5,142,1750,"Chevrolet","Small",9
"2440",2011,160,49.56,"Petrol","Dealer","Manual","First Owner",16.2,995,62.1,5,90,4200,"Chevrolet","Small",10
"2441",2004,65,56.43,"Petrol","Dealer","Manual","First Owner",16.1,796,37,4,59,2500,"Maruti","Small",17
"2442",2002,60,52.37,"Petrol","Dealer","Manual","Second Owner",16.1,796,37,4,59,2500,"Maruti","Small",19
"2443",2007,120,53.51,"Petrol","Dealer","Manual","Second Owner",19.7,796,46.3,5,62,3000,"Maruti","Small",14
"2444",2005,110,53.56,"Petrol","Dealer","Manual","Second Owner",17.527,921.6,52.64,4.7,64.6,2970,"Hyundai","Small",16
"2445",2013,1000,40,"Diesel","Individual","Automatic","First Owner",11.18,2696,184,7,402,3000,"Mahindra","Medium",8
"2446",2010,220,46.53,"Petrol","Dealer","Manual","First Owner",18.9,998,67.1,5,90,3500,"Maruti","Small",11
